filename,width,height,class,xmin,ymin,xmax,ymax
augmented_image_41 (2).jpg,189,258,without_mask,29,49,179,237
augmented_image_41.jpg,297,455,with_mask,1,105,278,417
augmented_image_42 (2).jpg,189,258,without_mask,36,40,179,227
augmented_image_42.jpg,297,455,with_mask,22,102,297,413
augmented_image_43 (2).jpg,189,258,without_mask,20,47,156,226
augmented_image_43.jpg,320,428,with_mask,54,97,287,386
augmented_image_44 (2).jpg,320,428,without_mask,38,74,286,416
augmented_image_44.jpg,320,428,with_mask,51,92,281,389
augmented_image_45 (2).jpg,320,428,without_mask,31,72,302,411
augmented_image_45.jpg,320,428,with_mask,53,90,292,381
augmented_image_46.jpg,320,428,with_mask,46,86,320,401
augmented_image_47.jpg,320,428,with_mask,46,82,320,403
augmented_image_48 (2).jpg,209,267,without_mask,74,54,187,190
augmented_image_48.jpg,308,384,with_mask,21,87,247,350
augmented_image_49.jpg,308,384,with_mask,1,79,228,347
augmented_image_5 (2).jpg,289,277,without_mask,98,48,237,229
augmented_image_5.jpg,205,251,with_mask,66,59,178,173
augmented_image_50 (2).jpg,209,267,without_mask,35,39,138,181
augmented_image_50.jpg,308,384,with_mask,1,92,222,349
augmented_image_51 (2).jpg,320,428,without_mask,50,82,292,367
augmented_image_52 (2).jpg,320,428,without_mask,46,70,293,362
augmented_image_53 (2).jpg,320,428,without_mask,33,60,273,353
augmented_image_54 (2).jpg,320,428,without_mask,46,78,288,357
augmented_image_54.jpg,259,194,with_mask,38,1,209,179
augmented_image_55 (2).jpg,320,428,without_mask,30,81,277,356
augmented_image_55.jpg,259,194,with_mask,37,4,188,180
augmented_image_56 (2).jpg,320,428,without_mask,37,44,294,385
augmented_image_56.jpg,259,194,with_mask,27,12,183,183
augmented_image_57 (2).jpg,320,428,without_mask,23,84,296,352
augmented_image_57.jpg,225,225,with_mask,36,10,191,178
augmented_image_58 (2).jpg,232,217,without_mask,43,30,189,197
augmented_image_58.jpg,225,225,with_mask,33,15,179,177
augmented_image_59 (2).jpg,232,217,without_mask,54,24,197,190
augmented_image_59.jpg,225,225,with_mask,43,11,197,172
augmented_image_6.jpg,320,428,with_mask,40,88,286,382
augmented_image_60 (2).jpg,232,217,without_mask,42,29,191,196
augmented_image_60.jpg,340,417,with_mask,67,74,287,334
augmented_image_61 (2).jpg,232,217,without_mask,49,25,191,197
augmented_image_61.jpg,340,417,with_mask,64,75,298,336
augmented_image_62 (2).jpg,232,217,without_mask,49,29,185,200
augmented_image_62.jpg,340,417,with_mask,55,89,284,341
augmented_image_63 (2).jpg,658,382,without_mask,145,51,332,245
augmented_image_63.jpg,510,340,with_mask,242,50,391,208
augmented_image_64 (2).jpg,658,382,without_mask,157,20,358,246
augmented_image_64.jpg,510,340,with_mask,247,66,383,217
augmented_image_65 (2).jpg,658,382,without_mask,319,26,497,246
augmented_image_65.jpg,510,340,with_mask,247,61,386,218
augmented_image_66 (2).jpg,658,382,without_mask,131,50,346,260
augmented_image_66.jpg,510,340,with_mask,247,55,390,222
augmented_image_67 (2).jpg,658,382,without_mask,162,21,351,239
augmented_image_67.jpg,312,351,with_mask,40,43,262,274
augmented_image_68 (2).jpg,166,251,without_mask,31,42,118,163
augmented_image_68.jpg,312,351,with_mask,42,42,264,274
augmented_image_69 (2).jpg,166,251,without_mask,31,42,125,169
augmented_image_69.jpg,312,351,with_mask,41,45,263,278
augmented_image_7 (2).jpg,289,277,without_mask,52,55,205,215
augmented_image_7.jpg,320,428,with_mask,39,98,290,379
augmented_image_70 (2).jpg,166,251,without_mask,29,38,129,159
augmented_image_70.jpg,312,351,with_mask,52,45,271,277
augmented_image_71 (2).jpg,320,428,without_mask,48,83,290,362
augmented_image_71.jpg,312,351,with_mask,39,45,263,274
augmented_image_72 (2).jpg,320,428,without_mask,37,57,285,373
augmented_image_72.jpg,640,480,with_mask,3,24,376,357
augmented_image_73 (2).jpg,320,428,without_mask,39,75,288,378
augmented_image_73.jpg,640,480,with_mask,6,33,384,345
augmented_image_74 (2).jpg,263,347,without_mask,27,41,224,298
augmented_image_74.jpg,640,480,with_mask,7,20,377,354
augmented_image_75.jpg,320,428,with_mask,30,54,269,352
augmented_image_76 (2).jpg,263,347,without_mask,23,64,232,306
augmented_image_76.jpg,320,428,with_mask,48,61,290,348
augmented_image_77 (2).jpg,263,347,without_mask,35,70,236,300
augmented_image_77.jpg,320,428,with_mask,43,54,293,359
augmented_image_78 (2).jpg,864,864,without_mask,95,130,432,612
augmented_image_78.jpg,184,274,with_mask,47,34,154,171
augmented_image_79 (2).jpg,864,864,without_mask,99,120,428,600
augmented_image_79.jpg,184,274,with_mask,41,47,143,176
augmented_image_8.jpg,320,428,with_mask,41,93,279,381
augmented_image_80 (2).jpg,864,864,without_mask,42,112,421,623
augmented_image_80.jpg,257,196,with_mask,96,20,236,176
augmented_image_81 (2).jpg,864,864,without_mask,438,167,846,632
augmented_image_81.jpg,257,196,with_mask,96,16,236,172
augmented_image_82 (2).jpg,864,864,without_mask,83,138,451,613
augmented_image_82.jpg,257,196,with_mask,98,19,241,177
augmented_image_83 (2).jpg,179,281,without_mask,71,49,159,154
augmented_image_83.jpg,257,196,with_mask,99,20,238,174
augmented_image_84 (2).jpg,179,281,without_mask,49,42,139,147
augmented_image_84.jpg,320,428,with_mask,35,88,284,378
augmented_image_85 (2).jpg,179,281,without_mask,52,39,134,141
augmented_image_85.jpg,320,428,with_mask,41,85,286,380
augmented_image_86 (2).jpg,179,281,without_mask,35,44,123,143
augmented_image_86.jpg,278,309,with_mask,42,20,201,190
augmented_image_87 (2).jpg,179,281,without_mask,41,37,137,152
augmented_image_87.jpg,278,309,with_mask,22,34,186,197
augmented_image_88 (2).jpg,275,183,without_mask,102,31,183,127
augmented_image_88.jpg,320,433,with_mask,29,59,296,338
augmented_image_89 (2).jpg,275,183,without_mask,88,27,173,120
augmented_image_89.jpg,320,433,with_mask,18,45,295,343
augmented_image_9.jpg,320,428,with_mask,40,113,284,378
augmented_image_90 (2).jpg,275,183,without_mask,88,31,169,127
augmented_image_90.jpg,320,428,with_mask,46,59,317,370
augmented_image_91 (2).jpg,154,225,without_mask,29,34,133,167
augmented_image_91.jpg,320,428,with_mask,49,45,307,370
augmented_image_92 (2).jpg,154,225,without_mask,22,36,130,170
augmented_image_92.jpg,320,428,with_mask,47,47,313,366
augmented_image_93 (2).jpg,320,428,without_mask,50,92,287,349
augmented_image_93.jpg,273,400,with_mask,1,57,260,368
augmented_image_94 (2).jpg,320,428,without_mask,47,77,267,347
augmented_image_94.jpg,273,400,with_mask,1,62,273,367
augmented_image_95.jpg,320,428,without_mask,52,84,265,359
augmented_image_96 (2).jpg,320,428,without_mask,25,90,292,360
augmented_image_96.jpg,273,400,with_mask,15,70,255,370
augmented_image_97 (2).jpg,320,428,without_mask,46,72,288,365
augmented_image_97.jpg,273,400,with_mask,3,69,265,376
augmented_image_98 (2).jpg,259,194,without_mask,77,16,187,145
augmented_image_98.jpg,199,253,with_mask,31,49,163,197
augmented_image_99 (2).jpg,259,194,without_mask,71,19,183,148
augmented_image_99.jpg,199,253,with_mask,35,46,164,197
balwinder-singh.jpg,759,422,without_mask,141,14,641,422
c3b71140303552a6ed5715123ed6136d.jpg,336,500,without_mask,68,20,321,311
cov-aish.jpg,600,450,without_mask,312,79,455,246
depositphotos-142113624-stock-photo-smiling-indian-man-face.jpg,1414,1700,without_mask,352,201,1088,1060
depositphotos-8449546-stock-photo-flu-illness-child-boy-in.jpg,1023,749,with_mask,254,31,830,595
Disposable-Ear-Loop-Face-Mask-Flu-Masks-Nose-Allergy-Dust-Ma.jpg,386,550,with_mask,25,41,375,547
e07b269fb63ebcbfb125d8ad2325198e.jpg,1280,1918,without_mask,295,217,1221,1077
f1e76e5e30e000461e6775bf7ce28aad.jpg,936,1600,without_mask,70,138,768,993
FaceMasks--banner--GettyImages.jpg,1280,720,with_mask,517,37,785,352
fc95de7bf6cbe26dec3bb4a44a499290.jpg,220,331,without_mask,41,56,188,254
Female-Face-Mask-732x549-thumbnail-1-732x549.jpg,732,549,with_mask,244,2,537,372
Flu-Face-Mask-1.jpg,1200,626,with_mask,317,46,536,320
flu-surgical-face-mask.jpg,900,500,with_mask,485,51,592,179
FLUIDSHIELD-N95-RESPIRATOR-REGULAR-PFR95-170-24511871.jpg,1000,999,with_mask,334,186,866,806
flumask-feature-470x313.jpg,470,313,with_mask,258,48,361,172
Fun-flu-prevention.jpg,900,601,with_mask,289,100,642,497
gettyimages-1138126908-1024x1024.jpg,768,1024,without_mask,129,197,625,727
gettyimages-1179627332-1024x1024.jpg,1024,682,without_mask,432,129,656,420
gettyimages-1181396760.jpg,2121,1414,with_mask,686,154,1505,1211
gettyimages-484288068-1024x1024.jpg,1024,682,without_mask,500,74,872,541
gettyimages-629077926-1024x1024.jpg,1024,753,without_mask,451,37,824,470
gettyimages-688893863-1024x1024.jpg,1024,682,without_mask,310,55,595,484
gettyimages-713771083-1024x1024.jpg,1024,682,with_mask,281,5,780,625
gettyimages-77932927-1024x1024.jpg,1024,683,with_mask,4,2,499,667
gettyimages-910391852-1024x1024.jpg,1024,683,without_mask,259,82,546,440
gettyimages-915227284-1024x1024.jpg,1024,682,without_mask,281,99,680,598
grid-wide-surgical-mask-at752007.jpg,1200,574,with_mask,405,150,825,524
high-filtration-surgical-mask-front-47650.jpg,1500,1500,with_mask,384,313,1198,1191
HTB1hSsNjsuYBuNkSmRyq6AA3pXaR-jpg-350x350.jpg,350,350,with_mask,88,41,238,198
HTB1jE7ILFXXXXaEXpXXq6xXFXXXd.jpg,750,750,with_mask,150,107,616,675
image (2).jpg,620,330,without_mask,136,7,430,330
image.jpg,620,349,with_mask,206,4,498,310
indian-face-series-1536016.jpg,1026,1300,without_mask,294,222,660,673
Indian-faces-0184.JPG,680,1024,without_mask,171,291,588,743
Indian-faces-0333.JPG,680,1024,without_mask,53,210,578,834
Indian-faces-0401.JPG,1260,837,without_mask,454,86,893,618
Indian-faces-0503.JPG,1260,837,without_mask,368,153,1027,780
Indian-faces-0513.JPG,1260,837,without_mask,209,1,1061,752
Indian-faces-0644.JPG,680,1024,without_mask,202,227,539,668
Indian-faces-0741.JPG,1260,837,without_mask,468,182,883,564
Indian-faces-0911.JPG,1260,837,without_mask,373,115,979,751
Indian-faces-0966.JPG,680,1024,without_mask,122,194,598,867
Indian-faces-1180.JPG,1260,837,without_mask,385,86,1052,787
Indian-faces-2766.JPG,1260,837,without_mask,164,66,811,672
indian-faces-3548.JPG,680,1024,without_mask,153,186,667,764
J27ZvKVYpEW9BtXGFKFtj9-320-80.jpg,320,213,with_mask,105,1,309,213
man-wearing-surgical-mask-11976575.jpg,954,1300,with_mask,221,222,781,865
mask-GettyImages-Science-Photo-Library.jpg,800,536,with_mask,41,39,736,536
maxresdefault.jpg,1280,720,without_mask,496,149,810,534
offset-322695.jpg,650,433,without_mask,236,43,514,409
offset-870274.jpg,650,432,without_mask,79,28,419,402
pm.jpg,2448,3264,without_mask,770,293,2149,1969
pm1.jpg,2448,3264,without_mask,704,252,2128,2007
pm2.jpg,2448,3264,without_mask,677,352,1897,1910
pm3.jpg,2448,3264,without_mask,677,445,1935,1931
portrait-doctor-with-surgical-mask-stethoscope-23-2148454273.jpg,626,417,with_mask,379,33,494,160
portrait-doctor-with-surgical-mask-stethoscope-23-2148454273.jpg,626,417,with_mask,615,203,616,204
portrait-woman-with-surgical-mask-posing-23-2148454231.jpg,417,626,with_mask,147,228,272,379
pr-antiviral-face-mask-20120321.jpg,300,228,with_mask,98,29,255,195
pra1.jpg,3456,4608,with_mask,810,934,3240,3864
pra2.jpg,3456,4608,with_mask,990,514,3195,3384
pra3.jpg,3456,4608,with_mask,1130,1109,3370,3874
prajna.jpg,3456,4608,with_mask,855,709,2595,2934
premium-lashes-mask-1024x1024.jpg,819,1024,with_mask,61,7,719,932
r236210-950860.jpg,600,399,with_mask,72,1,592,377
short-hairstyles-for-indian-faces-406016-50-indian-hairstyle.jpg,550,750,without_mask,150,115,434,505
short-hairstyles-for-indian-faces-406016-indian-hairstyle-me.jpg,970,1200,without_mask,152,260,817,941
surgical-disposable-face-mask-250x250.jpg,500,500,with_mask,134,57,362,322
surgical-face-mask-standard.jpg,1920,1080,with_mask,767,156,1194,736
surgical-face-masks-special.jpg,1920,1080,with_mask,721,320,1189,863
surgical-mask-49701-blue.jpg,1500,1500,with_mask,464,255,1203,1180
surgical-mask-49701-blue2.jpg,1500,1500,with_mask,409,302,1236,1180
Surgical-mask-and-eyeglasses.jpg,1248,624,with_mask,267,29,1024,624
Surgical-Mask-for-Flu.jpg,1000,500,with_mask,177,144,477,447
the-lite-one-surgical-mask-green-48105-angled-copy.jpg,1500,1500,with_mask,531,389,1145,1072
top-50-best-faces.jpg,600,450,without_mask,80,36,535,440
want-to-see-more-indian-faces-in-us-government-raj-mukherji.jpg,640,480,without_mask,171,34,455,344
with-surgical-mask-stock-picture-648477.jpg,866,1360,with_mask,223,236,502,490
woman-with-face-mask-swine-flu-flu-viruses-BDX72A.jpg,870,1390,with_mask,206,141,720,868
